Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
69353,12/22/2019,Shopping SP Market,Casaco Liso,5,R$ 255.00,"R$ 1,275.00"
69353,12/22/2019,Shopping SP Market,Polo Xadrez,1,R$ 142.00,R$ 142.00
69353,12/22/2019,Shopping SP Market,Pulseira Xadrez,4,R$ 87.00,R$ 348.00
69354,12/22/2019,Shopping Midway Mall,Tênis Xadrez,1,R$ 259.00,R$ 259.00
69355,12/22/2019,Center Shopping Uberlândia,Polo,2,R$ 130.00,R$ 260.00
69356,12/22/2019,Shopping Barra,Short Listrado,2,R$ 102.00,R$ 204.00
69356,12/22/2019,Shopping Barra,Relógio Linho,3,R$ 240.00,R$ 720.00
69357,12/22/2019,Norte Shopping,Gorro Xadrez,3,R$ 85.00,R$ 255.00
69357,12/22/2019,Norte Shopping,Sunga Liso,1,R$ 114.00,R$ 114.00
69358,12/22/2019,Salvador Shopping,Camisa Estampa,2,R$ 113.00,R$ 226.00
69358,12/22/2019,Salvador Shopping,Camiseta Liso,3,R$ 187.00,R$ 561.00
69358,12/22/2019,Salvador Shopping,Camiseta Xadrez,1,R$ 200.00,R$ 200.00
69359,12/22/2019,Ribeirão Shopping,Sapato Listrado,1,R$ 363.00,R$ 363.00
69359,12/22/2019,Ribeirão Shopping,Camiseta Listrado,5,R$ 197.00,R$ 985.00
69359,12/22/2019,Ribeirão Shopping,Camisa Gola V Linho,1,R$ 145.00,R$ 145.00
69360,12/22/2019,Shopping SP Market,Casaco,1,R$ 250.00,R$ 250.00
69361,12/22/2019,Salvador Shopping,Camisa Estampa,1,R$ 113.00,R$ 113.00
69361,12/22/2019,Salvador Shopping,Sunga,3,R$ 100.00,R$ 300.00
69362,12/22/2019,Shopping União de Osasco,Calça Linho,1,R$ 211.00,R$ 211.00
69364,12/22/2019,Passei das Águas Shopping,Bermuda Estampa,4,R$ 169.00,R$ 676.00
69365,12/22/2019,Shopping Morumbi,Short Linho,3,R$ 133.00,R$ 399.00
69365,12/22/2019,Shopping Morumbi,Sunga Estampa,4,R$ 120.00,R$ 480.00
69366,12/22/2019,Norte Shopping,Chinelo Liso,4,R$ 71.00,R$ 284.00
69367,12/22/2019,Shopping Center Leste Aricanduva,Bermuda Listrado,3,R$ 163.00,R$ 489.00
69367,12/22/2019,Shopping Center Leste Aricanduva,Calça Estampa,1,R$ 177.00,R$ 177.00
69368,12/22/2019,Salvador Shopping,Chinelo Liso,2,R$ 71.00,R$ 142.00
69370,12/22/2019,Rio Mar Recife,Polo Linho,4,R$ 176.00,R$ 704.00
69371,12/22/2019,Palladium Shopping Curitiba,Chinelo Linho,1,R$ 105.00,R$ 105.00
69371,12/22/2019,Palladium Shopping Curitiba,Mochila Listrado,1,R$ 275.00,R$ 275.00
69371,12/22/2019,Palladium Shopping Curitiba,Tênis Linho,1,R$ 294.00,R$ 294.00
69372,12/22/2019,Passei das Águas Shopping,Camisa Liso,3,R$ 105.00,R$ 315.00
69373,12/22/2019,Shopping Barra,Camiseta Listrado,1,R$ 197.00,R$ 197.00
69374,12/22/2019,Rio Mar Shopping Fortaleza,Terno Xadrez,5,R$ 709.00,"R$ 3,545.00"
69374,12/22/2019,Rio Mar Shopping Fortaleza,Pulseira,2,R$ 70.00,R$ 140.00
69374,12/22/2019,Rio Mar Shopping Fortaleza,Chinelo Xadrez,2,R$ 66.00,R$ 132.00
69376,12/23/2019,Salvador Shopping,Camiseta,2,R$ 180.00,R$ 360.00
69377,12/23/2019,Novo Shopping Ribeirão Preto,Sapato,1,R$ 350.00,R$ 350.00
69377,12/23/2019,Novo Shopping Ribeirão Preto,Cueca Estampa,3,R$ 66.00,R$ 198.00
69378,12/23/2019,Shopping Recife,Camiseta Liso,2,R$ 187.00,R$ 374.00
69378,12/23/2019,Shopping Recife,Camiseta,2,R$ 180.00,R$ 360.00
69378,12/23/2019,Shopping Recife,Camiseta Liso,5,R$ 187.00,R$ 935.00
69378,12/23/2019,Shopping Recife,Polo Estampa,1,R$ 138.00,R$ 138.00
69378,12/23/2019,Shopping Recife,Camiseta,2,R$ 180.00,R$ 360.00
69378,12/23/2019,Shopping Recife,Sapato Estampa,3,R$ 358.00,"R$ 1,074.00"
69379,12/23/2019,Bourbon Shopping SP,Sunga Listrado,1,R$ 114.00,R$ 114.00
69379,12/23/2019,Bourbon Shopping SP,Mochila Xadrez,1,R$ 283.00,R$ 283.00
69381,12/23/2019,Ribeirão Shopping,Terno Listrado,1,R$ 709.00,R$ 709.00
69381,12/23/2019,Ribeirão Shopping,Pulseira Estampa,1,R$ 87.00,R$ 87.00
69381,12/23/2019,Ribeirão Shopping,Sunga Estampa,3,R$ 120.00,R$ 360.00
69382,12/23/2019,Rio Mar Recife,Mochila Linho,1,R$ 311.00,R$ 311.00
69382,12/23/2019,Rio Mar Recife,Tênis Listrado,2,R$ 262.00,R$ 524.00
69382,12/23/2019,Rio Mar Recife,Terno Xadrez,3,R$ 709.00,"R$ 2,127.00"
69382,12/23/2019,Rio Mar Recife,Chinelo,2,R$ 60.00,R$ 120.00
69382,12/23/2019,Rio Mar Recife,Terno Estampa,1,R$ 706.00,R$ 706.00
69382,12/23/2019,Rio Mar Recife,Tênis Linho,3,R$ 294.00,R$ 882.00
69385,12/23/2019,Shopping Eldorado,Tênis Liso,2,R$ 266.00,R$ 532.00
69385,12/23/2019,Shopping Eldorado,Sunga Estampa,1,R$ 120.00,R$ 120.00
69386,12/23/2019,Shopping Center Interlagos,Cueca Listrado,2,R$ 67.00,R$ 134.00
69386,12/23/2019,Shopping Center Interlagos,Sunga Estampa,2,R$ 120.00,R$ 240.00
69386,12/23/2019,Shopping Center Interlagos,Mochila Listrado,1,R$ 275.00,R$ 275.00
69387,12/23/2019,Iguatemi Campinas,Tênis Linho,5,R$ 294.00,"R$ 1,470.00"
69387,12/23/2019,Iguatemi Campinas,Camisa Liso,2,R$ 105.00,R$ 210.00
69387,12/23/2019,Iguatemi Campinas,Mochila,1,R$ 270.00,R$ 270.00
69388,12/23/2019,Shopping Barra,Tênis Xadrez,5,R$ 259.00,"R$ 1,295.00"
69388,12/23/2019,Shopping Barra,Mochila,3,R$ 270.00,R$ 810.00
69388,12/23/2019,Shopping Barra,Bermuda,1,R$ 150.00,R$ 150.00
69389,12/23/2019,Iguatemi Campinas,Meia Liso,1,R$ 38.00,R$ 38.00
69389,12/23/2019,Iguatemi Campinas,Terno Linho,5,R$ 750.00,"R$ 3,750.00"
69389,12/23/2019,Iguatemi Campinas,Mochila,4,R$ 270.00,"R$ 1,080.00"
69390,12/23/2019,Shopping União de Osasco,Short Linho,2,R$ 133.00,R$ 266.00
69390,12/23/2019,Shopping União de Osasco,Cinto Liso,3,R$ 209.00,R$ 627.00
69394,12/23/2019,Salvador Shopping,Short Xadrez,1,R$ 100.00,R$ 100.00
69394,12/23/2019,Salvador Shopping,Terno Xadrez,3,R$ 709.00,"R$ 2,127.00"
69394,12/23/2019,Salvador Shopping,Sunga Linho,2,R$ 149.00,R$ 298.00
69395,12/23/2019,Rio Mar Shopping Fortaleza,Polo Xadrez,1,R$ 142.00,R$ 142.00
69395,12/23/2019,Rio Mar Shopping Fortaleza,Gorro Listrado,1,R$ 97.00,R$ 97.00
69395,12/23/2019,Rio Mar Shopping Fortaleza,Sapato Liso,4,R$ 368.00,"R$ 1,472.00"
69397,12/23/2019,Palladium Shopping Curitiba,Bermuda,4,R$ 150.00,R$ 600.00
69397,12/23/2019,Palladium Shopping Curitiba,Casaco Estampa,4,R$ 256.00,"R$ 1,024.00"
69398,12/23/2019,Rio Mar Recife,Polo Xadrez,4,R$ 142.00,R$ 568.00
69398,12/23/2019,Rio Mar Recife,Terno Estampa,1,R$ 706.00,R$ 706.00
69398,12/23/2019,Rio Mar Recife,Camiseta Estampa,1,R$ 196.00,R$ 196.00
69399,12/23/2019,Bourbon Shopping SP,Relógio Liso,1,R$ 216.00,R$ 216.00
69399,12/23/2019,Bourbon Shopping SP,Camisa Estampa,1,R$ 113.00,R$ 113.00
69401,12/23/2019,Shopping Midway Mall,Relógio Xadrez,2,R$ 214.00,R$ 428.00
69403,12/23/2019,Norte Shopping,Cueca Xadrez,1,R$ 60.00,R$ 60.00
69404,12/23/2019,Iguatemi Campinas,Gorro Listrado,2,R$ 97.00,R$ 194.00
69405,12/23/2019,Shopping Recife,Chinelo Listrado,1,R$ 73.00,R$ 73.00
69405,12/23/2019,Shopping Recife,Casaco Listrado,4,R$ 269.00,"R$ 1,076.00"
69407,12/23/2019,Iguatemi Campinas,Sapato Liso,5,R$ 368.00,"R$ 1,840.00"
69407,12/23/2019,Iguatemi Campinas,Cueca Linho,3,R$ 93.00,R$ 279.00
69409,12/23/2019,Shopping Vila Velha,Mochila Xadrez,3,R$ 283.00,R$ 849.00
69409,12/23/2019,Shopping Vila Velha,Short Linho,2,R$ 133.00,R$ 266.00
69410,12/23/2019,Iguatemi Campinas,Gorro Listrado,2,R$ 97.00,R$ 194.00
69410,12/23/2019,Iguatemi Campinas,Meia Xadrez,2,R$ 41.00,R$ 82.00
69411,12/23/2019,Shopping Vila Velha,Gorro Xadrez,4,R$ 85.00,R$ 340.00
69412,12/23/2019,Shopping Iguatemi Fortaleza,Terno,2,R$ 700.00,"R$ 1,400.00"
69412,12/23/2019,Shopping Iguatemi Fortaleza,Terno Estampa,1,R$ 706.00,R$ 706.00
69413,12/23/2019,Shopping Midway Mall,Calça Liso,2,R$ 190.00,R$ 380.00
69413,12/23/2019,Shopping Midway Mall,Terno Liso,3,R$ 720.00,"R$ 2,160.00"
69413,12/23/2019,Shopping Midway Mall,Casaco,2,R$ 250.00,R$ 500.00
69413,12/23/2019,Shopping Midway Mall,Cueca Linho,3,R$ 93.00,R$ 279.00
69416,12/23/2019,Shopping União de Osasco,Cinto Linho,3,R$ 248.00,R$ 744.00
69416,12/23/2019,Shopping União de Osasco,Terno Linho,3,R$ 750.00,"R$ 2,250.00"
69416,12/23/2019,Shopping União de Osasco,Casaco Liso,1,R$ 255.00,R$ 255.00
69417,12/23/2019,Shopping Vila Velha,Short Listrado,4,R$ 102.00,R$ 408.00
69420,12/23/2019,Rio Mar Shopping Fortaleza,Sapato Listrado,2,R$ 363.00,R$ 726.00
69421,12/23/2019,Bourbon Shopping SP,Calça Linho,3,R$ 211.00,R$ 633.00
69421,12/23/2019,Bourbon Shopping SP,Calça Liso,2,R$ 190.00,R$ 380.00
69421,12/23/2019,Bourbon Shopping SP,Cinto Liso,1,R$ 209.00,R$ 209.00
69421,12/23/2019,Bourbon Shopping SP,Terno Xadrez,2,R$ 709.00,"R$ 1,418.00"
69421,12/23/2019,Bourbon Shopping SP,Cinto Xadrez,2,R$ 215.00,R$ 430.00
69421,12/23/2019,Bourbon Shopping SP,Tênis,3,R$ 250.00,R$ 750.00
69421,12/23/2019,Bourbon Shopping SP,Short Linho,1,R$ 133.00,R$ 133.00
69422,12/23/2019,Shopping Barra,Terno,2,R$ 700.00,"R$ 1,400.00"
69423,12/23/2019,Shopping Midway Mall,Sunga Xadrez,1,R$ 116.00,R$ 116.00
69423,12/23/2019,Shopping Midway Mall,Bermuda Listrado,1,R$ 163.00,R$ 163.00
69423,12/23/2019,Shopping Midway Mall,Relógio Linho,1,R$ 240.00,R$ 240.00
69424,12/23/2019,Novo Shopping Ribeirão Preto,Chinelo Listrado,3,R$ 73.00,R$ 219.00
69425,12/23/2019,Norte Shopping,Sunga Estampa,3,R$ 120.00,R$ 360.00
69425,12/23/2019,Norte Shopping,Bermuda Linho,2,R$ 195.00,R$ 390.00
69427,12/23/2019,Rio Mar Recife,Chinelo Estampa,1,R$ 74.00,R$ 74.00
69428,12/23/2019,Shopping Center Interlagos,Relógio Listrado,1,R$ 218.00,R$ 218.00
69428,12/23/2019,Shopping Center Interlagos,Gorro Xadrez,1,R$ 85.00,R$ 85.00
69429,12/23/2019,Parque Dom Pedro Shopping,Gorro Liso,5,R$ 92.00,R$ 460.00
69429,12/23/2019,Parque Dom Pedro Shopping,Cueca,1,R$ 50.00,R$ 50.00
69430,12/23/2019,Iguatemi Esplanada,Polo Xadrez,5,R$ 142.00,R$ 710.00
69431,12/23/2019,Shopping Morumbi,Short Xadrez,1,R$ 100.00,R$ 100.00
69431,12/23/2019,Shopping Morumbi,Terno Estampa,3,R$ 706.00,"R$ 2,118.00"
69432,12/23/2019,Bourbon Shopping SP,Meia Xadrez,1,R$ 41.00,R$ 41.00
69433,12/23/2019,Iguatemi Campinas,Relógio Listrado,2,R$ 218.00,R$ 436.00
69434,12/23/2019,Rio Mar Shopping Fortaleza,Relógio Listrado,1,R$ 218.00,R$ 218.00
69435,12/23/2019,Shopping Eldorado,Casaco Estampa,1,R$ 256.00,R$ 256.00
69437,12/23/2019,Shopping União de Osasco,Camisa Linho,3,R$ 141.00,R$ 423.00
69438,12/23/2019,Shopping SP Market,Meia Listrado,1,R$ 37.00,R$ 37.00
69439,12/23/2019,Shopping Eldorado,Pulseira Linho,1,R$ 114.00,R$ 114.00
69439,12/23/2019,Shopping Eldorado,Polo Liso,3,R$ 137.00,R$ 411.00
69439,12/23/2019,Shopping Eldorado,Sunga Listrado,1,R$ 114.00,R$ 114.00
69441,12/23/2019,Shopping Recife,Sunga Liso,1,R$ 114.00,R$ 114.00
69442,12/23/2019,Iguatemi Esplanada,Calça Estampa,5,R$ 177.00,R$ 885.00
69442,12/23/2019,Iguatemi Esplanada,Cinto Liso,1,R$ 209.00,R$ 209.00
69442,12/23/2019,Iguatemi Esplanada,Meia Linho,3,R$ 78.00,R$ 234.00
69443,12/23/2019,Bourbon Shopping SP,Camisa Gola V Listrado,4,R$ 116.00,R$ 464.00
69443,12/23/2019,Bourbon Shopping SP,Camiseta Liso,4,R$ 187.00,R$ 748.00
69443,12/23/2019,Bourbon Shopping SP,Short Listrado,1,R$ 102.00,R$ 102.00
69443,12/23/2019,Bourbon Shopping SP,Polo Xadrez,1,R$ 142.00,R$ 142.00
69445,12/23/2019,Ribeirão Shopping,Sapato Estampa,2,R$ 358.00,R$ 716.00
69445,12/23/2019,Ribeirão Shopping,Meia Linho,2,R$ 78.00,R$ 156.00
69445,12/23/2019,Ribeirão Shopping,Tênis Listrado,1,R$ 262.00,R$ 262.00
69445,12/23/2019,Ribeirão Shopping,Sapato Estampa,2,R$ 358.00,R$ 716.00
69446,12/23/2019,Salvador Shopping,Polo Liso,2,R$ 137.00,R$ 274.00
69446,12/23/2019,Salvador Shopping,Bermuda Liso,3,R$ 157.00,R$ 471.00
69447,12/23/2019,Norte Shopping,Mochila Estampa,1,R$ 277.00,R$ 277.00
69447,12/23/2019,Norte Shopping,Terno Linho,1,R$ 750.00,R$ 750.00
69448,12/23/2019,Center Shopping Uberlândia,Casaco Xadrez,1,R$ 259.00,R$ 259.00
69448,12/23/2019,Center Shopping Uberlândia,Casaco Estampa,1,R$ 256.00,R$ 256.00
69449,12/23/2019,Shopping Eldorado,Camiseta,3,R$ 180.00,R$ 540.00
69450,12/23/2019,Shopping Eldorado,Pulseira Listrado,4,R$ 79.00,R$ 316.00
69450,12/23/2019,Shopping Eldorado,Bermuda Estampa,1,R$ 169.00,R$ 169.00
69451,12/23/2019,Shopping União de Osasco,Sapato Linho,2,R$ 391.00,R$ 782.00
69452,12/23/2019,Salvador Shopping,Pulseira Linho,3,R$ 114.00,R$ 342.00
69453,12/23/2019,Shopping Eldorado,Camisa Gola V Estampa,2,R$ 118.00,R$ 236.00
69453,12/23/2019,Shopping Eldorado,Casaco Linho,3,R$ 299.00,R$ 897.00
69454,12/23/2019,Salvador Shopping,Camisa Gola V,3,R$ 100.00,R$ 300.00
69454,12/23/2019,Salvador Shopping,Sunga Liso,2,R$ 114.00,R$ 228.00
69455,12/23/2019,Rio Mar Shopping Fortaleza,Sapato Linho,5,R$ 391.00,"R$ 1,955.00"
69455,12/23/2019,Rio Mar Shopping Fortaleza,Bermuda Listrado,2,R$ 163.00,R$ 326.00
69457,12/23/2019,Rio Mar Shopping Fortaleza,Chinelo Liso,4,R$ 71.00,R$ 284.00
69457,12/23/2019,Rio Mar Shopping Fortaleza,Sapato Linho,1,R$ 391.00,R$ 391.00
69457,12/23/2019,Rio Mar Shopping Fortaleza,Cueca Estampa,1,R$ 66.00,R$ 66.00
69457,12/23/2019,Rio Mar Shopping Fortaleza,Bermuda Estampa,2,R$ 169.00,R$ 338.00
69458,12/23/2019,Salvador Shopping,Sunga Liso,1,R$ 114.00,R$ 114.00
69458,12/23/2019,Salvador Shopping,Sapato Linho,4,R$ 391.00,"R$ 1,564.00"
69458,12/23/2019,Salvador Shopping,Camiseta Liso,1,R$ 187.00,R$ 187.00
69458,12/23/2019,Salvador Shopping,Terno,2,R$ 700.00,"R$ 1,400.00"
69458,12/23/2019,Salvador Shopping,Short,3,R$ 90.00,R$ 270.00
69459,12/23/2019,Bourbon Shopping SP,Mochila Estampa,1,R$ 277.00,R$ 277.00
69459,12/23/2019,Bourbon Shopping SP,Casaco Estampa,1,R$ 256.00,R$ 256.00
69460,12/23/2019,Norte Shopping,Bermuda,2,R$ 150.00,R$ 300.00
69460,12/23/2019,Norte Shopping,Sunga Listrado,2,R$ 114.00,R$ 228.00
69460,12/23/2019,Norte Shopping,Camisa Gola V Linho,5,R$ 145.00,R$ 725.00
69461,12/23/2019,Rio Mar Recife,Polo Listrado,3,R$ 149.00,R$ 447.00
69462,12/23/2019,Shopping Center Interlagos,Chinelo Xadrez,2,R$ 66.00,R$ 132.00
69463,12/23/2019,Rio Mar Shopping Fortaleza,Bermuda,1,R$ 150.00,R$ 150.00
69464,12/23/2019,Iguatemi Esplanada,Gorro Estampa,1,R$ 93.00,R$ 93.00
69466,12/23/2019,Shopping Recife,Sunga Linho,1,R$ 149.00,R$ 149.00
69466,12/23/2019,Shopping Recife,Gorro Xadrez,4,R$ 85.00,R$ 340.00
69467,12/23/2019,Rio Mar Recife,Calça Liso,1,R$ 190.00,R$ 190.00
69468,12/23/2019,Shopping Iguatemi Fortaleza,Casaco Liso,2,R$ 255.00,R$ 510.00
69469,12/23/2019,Shopping Midway Mall,Cinto Listrado,1,R$ 214.00,R$ 214.00
69469,12/23/2019,Shopping Midway Mall,Terno Linho,1,R$ 750.00,R$ 750.00
69470,12/23/2019,Rio Mar Recife,Bermuda Estampa,1,R$ 169.00,R$ 169.00
69470,12/23/2019,Rio Mar Recife,Short Listrado,2,R$ 102.00,R$ 204.00
69471,12/23/2019,Shopping Vila Velha,Calça,5,R$ 170.00,R$ 850.00
69472,12/23/2019,Shopping Ibirapuera,Relógio Estampa,1,R$ 219.00,R$ 219.00
69472,12/23/2019,Shopping Ibirapuera,Sunga Xadrez,1,R$ 116.00,R$ 116.00
69472,12/23/2019,Shopping Ibirapuera,Sapato Liso,2,R$ 368.00,R$ 736.00
69473,12/23/2019,Shopping União de Osasco,Casaco Listrado,5,R$ 269.00,"R$ 1,345.00"
69474,12/23/2019,Shopping Ibirapuera,Camisa Gola V Liso,2,R$ 118.00,R$ 236.00
69474,12/23/2019,Shopping Ibirapuera,Casaco Liso,2,R$ 255.00,R$ 510.00
69474,12/23/2019,Shopping Ibirapuera,Short Linho,1,R$ 133.00,R$ 133.00
69475,12/23/2019,Ribeirão Shopping,Casaco,1,R$ 250.00,R$ 250.00
69475,12/23/2019,Ribeirão Shopping,Cinto Liso,2,R$ 209.00,R$ 418.00
69476,12/23/2019,Ribeirão Shopping,Chinelo Estampa,5,R$ 74.00,R$ 370.00
69476,12/23/2019,Ribeirão Shopping,Relógio Listrado,3,R$ 218.00,R$ 654.00
69477,12/23/2019,Bourbon Shopping SP,Chinelo Estampa,4,R$ 74.00,R$ 296.00
69478,12/23/2019,Rio Mar Recife,Polo,3,R$ 130.00,R$ 390.00
69480,12/23/2019,Parque Dom Pedro Shopping,Gorro,4,R$ 80.00,R$ 320.00
69481,12/23/2019,Rio Mar Shopping Fortaleza,Camisa Gola V Liso,1,R$ 118.00,R$ 118.00
69481,12/23/2019,Rio Mar Shopping Fortaleza,Gorro Estampa,4,R$ 93.00,R$ 372.00
69484,12/23/2019,Shopping Vila Velha,Sunga Listrado,3,R$ 114.00,R$ 342.00
69485,12/23/2019,Iguatemi Campinas,Camisa Gola V Linho,3,R$ 145.00,R$ 435.00
69486,12/23/2019,Shopping Vila Velha,Polo,3,R$ 130.00,R$ 390.00
69487,12/23/2019,Salvador Shopping,Short Xadrez,4,R$ 100.00,R$ 400.00
69488,12/23/2019,Rio Mar Recife,Bermuda Linho,1,R$ 195.00,R$ 195.00
69489,12/23/2019,Shopping SP Market,Casaco Listrado,2,R$ 269.00,R$ 538.00
69489,12/23/2019,Shopping SP Market,Cinto Linho,5,R$ 248.00,"R$ 1,240.00"
69490,12/23/2019,Passei das Águas Shopping,Tênis Linho,2,R$ 294.00,R$ 588.00
69492,12/23/2019,Shopping Center Interlagos,Gorro Linho,5,R$ 124.00,R$ 620.00
69492,12/23/2019,Shopping Center Interlagos,Casaco Estampa,2,R$ 256.00,R$ 512.00
69492,12/23/2019,Shopping Center Interlagos,Relógio Estampa,1,R$ 219.00,R$ 219.00
69492,12/23/2019,Shopping Center Interlagos,Pulseira,1,R$ 70.00,R$ 70.00
69493,12/23/2019,Passei das Águas Shopping,Meia,2,R$ 30.00,R$ 60.00
69495,12/23/2019,Salvador Shopping,Sapato Linho,3,R$ 391.00,"R$ 1,173.00"
69495,12/23/2019,Salvador Shopping,Pulseira Liso,5,R$ 87.00,R$ 435.00
69496,12/23/2019,Shopping Vila Velha,Cinto Listrado,2,R$ 214.00,R$ 428.00
69496,12/23/2019,Shopping Vila Velha,Cueca Linho,2,R$ 93.00,R$ 186.00
69496,12/23/2019,Shopping Vila Velha,Pulseira Liso,1,R$ 87.00,R$ 87.00
69496,12/23/2019,Shopping Vila Velha,Camisa Liso,1,R$ 105.00,R$ 105.00
69496,12/23/2019,Shopping Vila Velha,Mochila Linho,3,R$ 311.00,R$ 933.00
69496,12/23/2019,Shopping Vila Velha,Terno Liso,2,R$ 720.00,"R$ 1,440.00"
69496,12/23/2019,Shopping Vila Velha,Cueca Listrado,2,R$ 67.00,R$ 134.00
69496,12/23/2019,Shopping Vila Velha,Bermuda Linho,1,R$ 195.00,R$ 195.00
69497,12/23/2019,Passei das Águas Shopping,Cinto,2,R$ 200.00,R$ 400.00
69499,12/23/2019,Shopping Center Leste Aricanduva,Terno Estampa,4,R$ 706.00,"R$ 2,824.00"
69499,12/23/2019,Shopping Center Leste Aricanduva,Calça Liso,5,R$ 190.00,R$ 950.00
69500,12/23/2019,Shopping Center Interlagos,Relógio Linho,1,R$ 240.00,R$ 240.00
69501,12/23/2019,Iguatemi Esplanada,Casaco Estampa,2,R$ 256.00,R$ 512.00
69501,12/23/2019,Iguatemi Esplanada,Chinelo Linho,2,R$ 105.00,R$ 210.00
69502,12/23/2019,Passei das Águas Shopping,Bermuda Linho,2,R$ 195.00,R$ 390.00
69502,12/23/2019,Passei das Águas Shopping,Meia Linho,4,R$ 78.00,R$ 312.00
69504,12/23/2019,Shopping União de Osasco,Sunga Listrado,1,R$ 114.00,R$ 114.00
69505,12/23/2019,Rio Mar Shopping Fortaleza,Gorro Estampa,1,R$ 93.00,R$ 93.00
69506,12/23/2019,Shopping Eldorado,Tênis Listrado,2,R$ 262.00,R$ 524.00
69506,12/23/2019,Shopping Eldorado,Relógio Linho,1,R$ 240.00,R$ 240.00
69506,12/23/2019,Shopping Eldorado,Terno Xadrez,1,R$ 709.00,R$ 709.00
69508,12/23/2019,Palladium Shopping Curitiba,Polo Linho,2,R$ 176.00,R$ 352.00
69508,12/23/2019,Palladium Shopping Curitiba,Cueca,1,R$ 50.00,R$ 50.00
69509,12/23/2019,Shopping União de Osasco,Cueca Estampa,3,R$ 66.00,R$ 198.00
69509,12/23/2019,Shopping União de Osasco,Calça Estampa,4,R$ 177.00,R$ 708.00
69510,12/23/2019,Shopping Midway Mall,Gorro,2,R$ 80.00,R$ 160.00
69510,12/23/2019,Shopping Midway Mall,Tênis Estampa,1,R$ 256.00,R$ 256.00
69511,12/23/2019,Shopping Eldorado,Relógio Xadrez,2,R$ 214.00,R$ 428.00
69512,12/23/2019,Shopping Vila Velha,Calça Xadrez,2,R$ 185.00,R$ 370.00
69513,12/23/2019,Center Shopping Uberlândia,Camisa Gola V Estampa,2,R$ 118.00,R$ 236.00
69513,12/23/2019,Center Shopping Uberlândia,Camiseta Estampa,3,R$ 196.00,R$ 588.00
69513,12/23/2019,Center Shopping Uberlândia,Tênis Estampa,1,R$ 256.00,R$ 256.00
69514,12/23/2019,Shopping Eldorado,Camiseta Listrado,1,R$ 197.00,R$ 197.00
69514,12/23/2019,Shopping Eldorado,Terno,3,R$ 700.00,"R$ 2,100.00"
69517,12/23/2019,Palladium Shopping Curitiba,Cueca Liso,2,R$ 69.00,R$ 138.00
69517,12/23/2019,Palladium Shopping Curitiba,Cinto,2,R$ 200.00,R$ 400.00
69517,12/23/2019,Palladium Shopping Curitiba,Bermuda Xadrez,1,R$ 155.00,R$ 155.00
69517,12/23/2019,Palladium Shopping Curitiba,Casaco Listrado,2,R$ 269.00,R$ 538.00
69518,12/23/2019,Shopping Center Leste Aricanduva,Bermuda Linho,1,R$ 195.00,R$ 195.00
69519,12/23/2019,Shopping Barra,Camisa,2,R$ 100.00,R$ 200.00
69520,12/23/2019,Shopping Morumbi,Polo Listrado,2,R$ 149.00,R$ 298.00
69520,12/23/2019,Shopping Morumbi,Calça,3,R$ 170.00,R$ 510.00
69520,12/23/2019,Shopping Morumbi,Tênis Liso,1,R$ 266.00,R$ 266.00
69520,12/23/2019,Shopping Morumbi,Chinelo Linho,1,R$ 105.00,R$ 105.00
69521,12/23/2019,Shopping SP Market,Meia Linho,1,R$ 78.00,R$ 78.00
69521,12/23/2019,Shopping SP Market,Tênis Estampa,1,R$ 256.00,R$ 256.00
69521,12/23/2019,Shopping SP Market,Camisa Listrado,5,R$ 108.00,R$ 540.00
69522,12/23/2019,Shopping União de Osasco,Meia Estampa,3,R$ 50.00,R$ 150.00
69522,12/23/2019,Shopping União de Osasco,Bermuda,4,R$ 150.00,R$ 600.00
69523,12/23/2019,Ribeirão Shopping,Cinto,1,R$ 200.00,R$ 200.00
69524,12/23/2019,Norte Shopping,Chinelo Listrado,1,R$ 73.00,R$ 73.00
69525,12/23/2019,Shopping Eldorado,Chinelo Linho,2,R$ 105.00,R$ 210.00
69526,12/23/2019,Shopping Vila Velha,Sunga Listrado,3,R$ 114.00,R$ 342.00
69526,12/23/2019,Shopping Vila Velha,Meia Xadrez,1,R$ 41.00,R$ 41.00
69528,12/23/2019,Shopping SP Market,Casaco Xadrez,4,R$ 259.00,"R$ 1,036.00"
69528,12/23/2019,Shopping SP Market,Cinto Listrado,2,R$ 214.00,R$ 428.00
69528,12/23/2019,Shopping SP Market,Meia Listrado,3,R$ 37.00,R$ 111.00
69529,12/23/2019,Iguatemi Campinas,Sapato Linho,1,R$ 391.00,R$ 391.00
69530,12/23/2019,Shopping Recife,Cinto Estampa,1,R$ 209.00,R$ 209.00
69530,12/23/2019,Shopping Recife,Camisa Gola V Estampa,3,R$ 118.00,R$ 354.00
69531,12/23/2019,Iguatemi Campinas,Sapato Listrado,1,R$ 363.00,R$ 363.00
69531,12/23/2019,Iguatemi Campinas,Camisa Gola V Xadrez,1,R$ 107.00,R$ 107.00
69532,12/23/2019,Ribeirão Shopping,Camisa Xadrez,2,R$ 105.00,R$ 210.00
69533,12/23/2019,Rio Mar Shopping Fortaleza,Sunga Linho,3,R$ 149.00,R$ 447.00
69533,12/23/2019,Rio Mar Shopping Fortaleza,Bermuda,1,R$ 150.00,R$ 150.00
69533,12/23/2019,Rio Mar Shopping Fortaleza,Cueca Listrado,4,R$ 67.00,R$ 268.00
